question,reference_answer,answer,score,dataset,normalized_score,normalized_score2,bert_length,indobert_length,albert_length,longformer_length,multibert_length,indoalbert_length
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","Supply an integer inside the brackets or the compiler counts the number of elements in the initializer list. int n [5]; int n [] equals 1,2,3,4,5",5.0,sag,1.0,100,79,97,81,77,86,99
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",either initializing the array with a specific length or initializing an array while declaring its contents.,5.0,sag,1.0,100,58,77,58,58,63,79
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",within the brackets or by using an initializer list.,5.0,sag,1.0,100,50,63,50,50,54,65
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",specify the number of elements in the array declaration with a constant or using a constant variable for future scalability,4.0,sag,0.8,80,60,79,60,60,65,81
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",with a number and with a variable,3.0,sag,0.6,60,46,55,46,46,49,57
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","explicitly, by declaring it in bracketsi. e. int array [50];and implicitly, by initializing several valuesi. e. int array [] equals 1, 2, 3;",5.0,sag,1.0,100,80,101,83,77,88,103
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","one way of specifying of array is A [10]; other way of specifying array is a [arraysize] equals [1,2,3,4,5,6,7,8,9,10",4.5,sag,0.9,90,85,100,84,83,92,102
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",1-Initializing an array in a declaration with an initializer list 2-Specifying an array s size with a constant variable,5.0,sag,1.0,100,65,82,67,65,70,84
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","Initializing the size in the brackets: int a [100]; Initializing the length by assigning variables: int a [] equals 1,2,3;",5.0,sag,1.0,100,73,90,73,70,81,92
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.",user defined value or by the number of elements in initializer list,5.0,sag,1.0,100,52,64,52,52,55,66
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","you can assign the size of it inside the brackets when you declare the array [3], or you can have it set by how many items you set the array equal to 1,2,3",5.0,sag,1.0,100,79,96,78,78,86,98
What are the two different ways of specifying the length of an array?,"In the array declaration, or by using an initializer list.","use an arraylist, or have your program ask the array how many elements it has. As an obj it it should have member length that is the number of slots it has.",4.0,sag,0.8,80,76,89,77,75,80,91
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"strings that are used in an char array are much easier to manipulate than as a string object, because each character is stored separately rather than as a whole",2.5,sag,0.5,50,82,111,82,83,86,113
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the type string uses less storage and you have to change the string all at once. with an array of characters you can make permutations of words using the characters stored in the array, without needing to actually access and change the variables. with an array of characters you can just change how they are accessed.",3.0,sag,0.6,60,114,144,113,114,117,147
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"Unlike in a string declared using type string, in a string declared using an array of characters the programmer must provide the null terminating character and must ensure the array is large enough to hold the string and null terminating character.",5.0,sag,1.0,100,95,128,95,96,100,131
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"All strings represented by character arrays end with the null character. You declare an object of type string just like any other type, for example: string s;",5.0,sag,1.0,100,83,108,85,84,88,110
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"By using an array of characters, one can store and manipulate the strings rather than just having a type string variable.",2.5,sag,0.5,50,75,98,75,76,79,100
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,type string is an array of chars that will make an array of single letter characters while an array of strings will be an actual array of wordsor an array of char arrays,2.0,sag,0.4,40,87,109,88,87,90,111
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"They are basically the same, however, a string ends with a null character, denoting the end of the stringand the size. A char array has potential to be any size, so it must be declared or limited.",3.5,sag,0.7,70,97,123,98,98,101,125
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,string is a class in the standard library and has method that modify it. Whereas the char array is on able to be modifie by the user.,4.0,sag,0.8,80,83,102,83,84,86,104
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"By using an array of characters, you are limited to the size of the array of characters. By declaring by type the end of the string is acknowledged by white space.",3.5,sag,0.7,70,86,111,86,87,90,113
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"The data class type string are designed to handle character data, and has many functions built into the class library to deal with them. An array of characters however is subject to all the same rules of any other array with no real additional functionality. Another difference is that the string class deals with the null character implicitly, unlike an array of characters, which must handle the null character explicitly.",5.0,sag,1.0,100,129,167,129,129,133,170
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,string declared used in an array of characters contains each character in the array and a special string-termination character called the null character versus the type string.,5.0,sag,1.0,100,82,107,83,83,85,109
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,A char array reads a string as each individual character. A string literal array reads the entire string.,3.0,sag,0.6,60,72,94,72,73,74,96
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,array of characters can only hold as many characters as the array size and strings are not that limited.,4.0,sag,0.8,80,72,92,72,73,74,94
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"Stings can only be modified by functions of the String class, an array of characters can be modified by the user",3.5,sag,0.7,70,75,97,75,76,77,101
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"if by type string, the array contains an additional terminating null character",4.0,sag,0.8,80,65,86,65,66,68,88
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,The array of characters has a null character 0 at the end of the array to signify the array 's end. The string does not have this.,5.0,sag,1.0,100,83,103,83,83,85,105
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,strings with type string are just that. Strings. They are not part of an array list at all where as one declared by an array is actually an array of characters able to be pointed and detected.,3.0,sag,0.6,60,92,119,92,94,95,121
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the array of characters has a set length, while the type string has virtually unlimited length.",4.0,sag,0.8,80,70,92,70,71,74,94
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,Char array Individual letters can be accessed directly with array subscript notation. String array array subscript will return the entire string.,2.0,sag,0.4,40,77,101,77,76,82,103
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,array of characters need a termination character as well as size specification whether its explicit or implicit.,5.0,sag,1.0,100,70,96,70,71,76,98
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,when using an array individual characters can be accessed and manipulated.,2.5,sag,0.5,50,64,86,64,65,68,88
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,strings declared using an array of characters could result in data loss if character array not initialized large enough.,4.0,sag,0.8,80,73,99,73,73,75,101
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"an array is passed by reference therefore if an array of characters is changed, the memory is changed not just the variable",3.5,sag,0.7,70,75,99,75,76,77,101
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the type string has several built-in functions not available when using a char array, but the individual characters in an array or more directly accessible than the characters in a string type string.",3.5,sag,0.7,70,89,113,89,90,91,115
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"declaring a string, it includes white spaces but declaring a array of character does not include white spaces",1.5,sag,0.3,30,71,98,71,72,77,100
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"an array of characters has one element a string doesnt have. it is the termination element, or null",5.0,sag,1.0,100,73,94,72,73,76,96
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,Strings declared using the type string can vary in length. Strings declared using an array of characters can not extend past the array length.,4.0,sag,0.8,80,78,106,78,81,80,108
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"cant modify individual characters of a type string array, character type array can modify individual characters",2.5,sag,0.5,50,70,90,69,70,74,92
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"the type string is a class and is safer, while the other is just an array of characters.",3.5,sag,0.7,70,72,92,72,73,75,94
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,The strings declared using an array of characters have a null element added at the end of the array.,"array it is the collection of similar data types ex: int a [10] ten indicates the size of array. [] is index of array, we can give only integer values to array of a. where as string mean collection of group of characters. string declarations have a datatype usually causes storage to be allocated in memory that is capable of holding some predetermined number of symbols. However Arrays can be declared to contain values of any non reference data type. Multiple arrarys of the same type",2.5,sag,0.5,50,155,197,155,153,159,199
How are arrays passed to functions?,by reference.,by reference only,5.0,sag,1.0,100,24,30,25,25,27,32
How are arrays passed to functions?,by reference.,a reference pointer to an element in the array.,4.5,sag,0.9,90,31,38,33,32,35,40
How are arrays passed to functions?,by reference.,Arrays are passed to functions by reference.,5.0,sag,1.0,100,29,38,31,31,34,40
How are arrays passed to functions?,by reference.,Arrays are passed by reference Individual array elements passed by value Functions that take arrays as arguments Function prototypes may include parameter names const array parameters,5.0,sag,1.0,100,48,66,52,49,58,68
How are arrays passed to functions?,by reference.,Arrays are passed by reference.,5.0,sag,1.0,100,27,35,29,29,32,37
How are arrays passed to functions?,by reference.,"you must pass the array and its size to the function. Ex. functionarray, size;",4.0,sag,0.8,80,41,46,42,41,44,48
How are arrays passed to functions?,by reference.,"Usually the same way you pass anything else ... you do not have to specify the length of a char array, just pass it to the function by sending the name of the array. Example: char str [20]; isPalindromestr; or or this sends the char array to the function isPalindrome. Otherwise, would need to send the length of the array as well.",3.5,sag,0.7,70,105,123,104,101,111,125
How are arrays passed to functions?,by reference.,you pass a pointer to the first item and also pass the size.,3.5,sag,0.7,70,35,41,37,36,39,43
How are arrays passed to functions?,by reference.,By reference.,5.0,sag,1.0,100,24,30,25,25,27,32
How are arrays passed to functions?,by reference.,"In two parts, the array itself, and it is size, so that the function it is being passed to can avoid out of bounds errors.",4.0,sag,0.8,80,50,63,52,51,54,65
How are arrays passed to functions?,by reference.,Specify array name without brackets. Array size is normally passed as another argument so the function can process the specific number of elements in the array. Arrays are passed by reference. Individual array elements passed by value. Functions that take arrays as arguments.,5.0,sag,1.0,100,69,93,72,72,80,95
How are arrays passed to functions?,by reference.,Arrays are passed by reference.,5.0,sag,1.0,100,27,35,29,29,32,37
How are arrays passed to functions?,by reference.,the same way but with [] at the declaration and the actual function.,3.0,sag,0.6,60,36,45,36,36,39,47
How are arrays passed to functions?,by reference.,specify the array name without brackets.,3.0,sag,0.6,60,28,38,29,29,34,40
How are arrays passed to functions?,by reference.,by reference,5.0,sag,1.0,100,23,29,24,24,26,31
How are arrays passed to functions?,by reference.,"You pass the name of the array to the function. So for: int bin [10]; you pass it to an array like so: jinglebin; but jingle must be declared correctly in order to receive an array, either with prototype void jingleint []; or with the definition in its initialization: void jingleint array []; It is also worth noting that arrays are passed to function by reference, so as to not copy large arrays over and over and burn memory. This gives the function complete control over the array however.",5.0,sag,1.0,100,130,162,131,129,141,164
How are arrays passed to functions?,by reference.,They are called by the function then the function must loop through the array to get the set of characters.,2.0,sag,0.4,40,42,49,43,43,45,51
How are arrays passed to functions?,by reference.,"by reference by default, unless you specify const, at which the later will make the array unmodifiable.",5.0,sag,1.0,100,46,55,45,44,51,57
How are arrays passed to functions?,by reference.,"The function recieves both the array and the array size as parameters. functionarrayName, arraySize",4.0,sag,0.8,80,43,51,45,42,48,53
How are arrays passed to functions?,by reference.,specifying array name and passing as reference in an argument into the function,5.0,sag,1.0,100,35,44,36,35,39,46
How are arrays passed to functions?,by reference.,1st you must specify the array name without brackets and then the array name and size are passed as two arguments in the function call.,4.0,sag,0.8,80,47,60,49,49,53,62
How are arrays passed to functions?,by reference.,"arrays are passed by reference, passing the starting address of array. programmer specifies the array name without brackets and passes the array size as another argument so the function can process the specific number of elements in the array",5.0,sag,1.0,100,62,81,64,63,70,83
How are arrays passed to functions?,by reference.,by reference only,5.0,sag,1.0,100,24,30,25,25,27,32
How are arrays passed to functions?,by reference.,by reference,5.0,sag,1.0,100,23,29,24,24,26,31
How are arrays passed to functions?,by reference.,by reference,5.0,sag,1.0,100,23,29,24,24,26,31
How are arrays passed to functions?,by reference.,by refrence,5.0,sag,1.0,100,24,29,26,25,27,31
How are arrays passed to functions?,by reference.,"functionint [], int length",4.0,sag,0.8,80,28,34,29,28,31,36
How are arrays passed to functions?,by reference.,by reference,5.0,sag,1.0,100,23,29,24,24,26,31
How are arrays passed to functions?,by reference.,by reference,5.0,sag,1.0,100,23,29,24,24,26,31
How are arrays passed to functions?,by reference.,"The function reads the variables, stores them. then returns the what ever the variable reads. The function then prints the content of the array.",2.5,sag,0.5,50,49,60,50,50,52,62
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",a static array will store the new values that were assigned to each of its elements. meaning if you call a function twice it will use the last values that were returned the first time. if you do not declare it static then the new values will not be stored and will be reset to their original value,5.0,sag,1.0,100,123,155,125,123,131,157
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",a static array can only be referenced not accessed. Also static arrays can be used without creating an object.,4.0,sag,0.8,80,84,109,87,84,91,111
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",An array declared as static is not created and and initialized each time the function and it is also not destroyed when the function terminates.,5.0,sag,1.0,100,90,117,93,90,96,119
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A program intializes static local arrays when their declarations are first encountered. If a static array is not initialized explicityly by the programmer, earch element of that array is intialized to zero by the compiler when the array is created. Non-static array members cannot be initialized at all in C plus plus.",4.0,sag,0.8,80,131,163,136,128,140,165
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",Arrays that are static remain the same size throughout the program execution.,4.0,sag,0.8,80,76,99,79,77,83,101
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","a static array will only be initilized once, a non static array will be re-initilized once the program reaches the initilization line again.",5.0,sag,1.0,100,96,119,100,96,101,121
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",An array declared as static is available from beginning of program to end. One with o static declaration disappears if it is not accessed within the right scope.,4.5,sag,0.9,90,93,123,95,93,100,126
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",a static array has pre-runtime size and that size cannot be changed. A dynamic array gets its size at runtime.,3.0,sag,0.6,60,89,110,91,87,94,113
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","If an array is declared as static, it is not created each time the array is called.",5.0,sag,1.0,100,82,105,84,82,87,107
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","An array that is not declared as static will re-initialize every time the function declaring it is called. A static array will initialize only once, at the declaration, and will store the values in it is elements throughout the duration of the program, even if the same function is called multiple times, a static array will only initialize once.",5.0,sag,1.0,100,133,171,135,131,140,173
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","All elements are initialized to zero if not explicitly initialized, this does not happen for automatic local arrays",4.5,sag,0.9,90,84,110,87,82,91,112
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","All elements are initialized to zero if not explicitly initialized for a static array, while a non-static array is not initialized to zero.",4.5,sag,0.9,90,93,120,95,90,99,122
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",static cannot be changed,3.0,sag,0.6,60,67,87,69,67,72,89
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A static array has a set size that cannot change. The data may not need all of the space assigned, or could go beyond the size.",4.0,sag,0.8,80,92,115,94,92,97,117
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A static member prevents naming conflictsnot put into global namespacewhile allowing for information hidingprivate, public.",3.0,sag,0.6,60,85,113,87,86,92,115
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",A static local array exists for the duration of the program and its elements are initialized to 0 if not explicitly initialized. So a static local array 's elements will still be the same when called later unless specifically initialized to something else. This does not happen for automatic arrays.,5.0,sag,1.0,100,120,162,124,117,127,164
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","Static arrays are those with a declared size, that is known to the program, whereas non-static arrays leave the size undeclared and open so it can be assigned later. Usually used for input purposes.",3.0,sag,0.6,60,106,138,110,105,114,140
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","static arrays keep the values after the end of a function, while non static reinitialize every time.",5.0,sag,1.0,100,85,107,87,84,91,109
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","Static arrays are created and initialized only once, and the values are not destroyed when the function terminates in the program. Automatic arrays reset everytime the function is called.",5.0,sag,1.0,100,97,126,102,97,107,128
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","its not created and initialized each time program calls the function, and is not destroyed every time the function ends in the program.",5.0,sag,1.0,100,89,114,91,88,94,116
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","When we declare it static the array is not destroyed after the function is over. When an array is not declared as static, the array is created and initialized every time a function calls it.",5.0,sag,1.0,100,102,131,104,101,109,133
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",the static array exists for the duration of the program,4.5,sag,0.9,90,73,94,75,73,78,96
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",an array declared as static can only be declared once,3.5,sag,0.7,70,73,96,75,73,78,98
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","A static array exists in memory until the program terminates, whereas an automaticor normalarray is removed when the function that created it terminates",5.0,sag,1.0,100,90,117,94,91,97,119
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",not answered,0.0,sag,0.0,0,65,83,67,65,71,86
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",Only constants can be used to declare the size of automatic and static arrays Exists for the duration of the program Is initialized when its declaration is first encountered All elements are initialized to zero if not explicitly initialized,5.0,sag,1.0,100,106,143,109,103,116,145
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",A static array cannot be changed in the program.,3.0,sag,0.6,60,73,93,75,73,78,95
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.",static arrays are available throughout the program,5.0,sag,1.0,100,70,90,73,70,76,92
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","a static array is allocated when the program starts and is freed when the program exits but has limited scope, while an array that is not declared static is allocated and freed when it comes into and out of scope.",5.0,sag,1.0,100,105,138,108,105,113,140
"What is the difference between an array declared as static, and one that is not?","The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called.","if they are declared fixed or static that means they cannot change size once their storage has been allocated, however one that is not or dynamic arrarys can be resized.",3.0,sag,0.6,60,98,124,101,98,102,127
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","at least 2, depending on how many arrays are being used.",2.5,sag,0.5,50,54,65,55,55,57,67
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",all of them.,3.5,sag,0.7,70,45,52,45,46,47,54
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","When passing a multi-dimensional array, all dimensions must be specified except for the first dimension.",5.0,sag,1.0,100,60,72,60,61,62,74
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",It depends what parameters you are passing in a multidimensional. A multideminsional can have more than two dimensions.,3.5,sag,0.7,70,67,77,66,67,69,79
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",The first dimension is not required however the subsequent dimensionsare needed for the compiler.,5.0,sag,1.0,100,57,73,57,58,60,75
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",all but the first,5.0,sag,1.0,100,45,52,45,46,47,54
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",All of the dimensions must be specified.,3.5,sag,0.7,70,49,58,49,50,51,60
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",just the first one at least.,2.0,sag,0.4,40,48,56,48,49,50,58
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","Two paramaters, the array and how many columns. arraya [], [3]",4.0,sag,0.8,80,61,70,60,60,63,72
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","The size of the first dimension can be omitted, same as a regular array. However, for every dimension outside the first, the size of those dimensions must be specified when passed, for example, a multi-dimensional array of [2] [4] [6] with the name MultiArray would be passed as: MultiArray [] [4] [6], 2",4.5,sag,0.9,90,119,142,118,116,124,144
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",Size of subsequent dimensions are required. Compiler must know how many elements to skip to move to the second element in the first dimension,4.5,sag,0.9,90,66,81,66,68,69,83
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",Every dimension after the first.,5.0,sag,1.0,100,47,55,47,48,49,57
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",both,2.5,sag,0.5,50,42,50,42,43,44,52
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","the size of the first dimension does not need to be specified, but all other dimensions do.",5.0,sag,1.0,100,60,71,60,61,62,73
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","when passingin maina multidimensional array to a function, no dimensions need be specified",2.0,sag,0.4,40,60,69,58,60,62,71
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","All dimensions except for the first one need to be specified when passing an array to a function, the compiler needs to know how many memory addresses to skip to make it back to the 2nd element in the first dimension. The size of the first dimension does not need to be specified.",5.0,sag,1.0,100,97,115,98,99,101,117
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",as many as there are dimensions. Most commonly just rows and columns,3.5,sag,0.7,70,54,66,54,55,57,68
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","at least 2, but it should always equal the number of dimensions that the argument is expecting ... like ... blah [] [] [] [] will require 4 dimensional array input. blah [] [] [] will require a 3 dimensional array. blah [] [] will require a 2 dimensional array.",3.0,sag,0.6,60,108,131,104,96,115,133
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","None, just pass the array name.",2.0,sag,0.4,40,49,57,49,50,51,59
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",all subsequent dimensions after the first dimension. first is not needed to be specified.,5.0,sag,1.0,100,57,71,57,58,59,73
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","all dimensions, excluding the first one.",5.0,sag,1.0,100,49,59,50,50,51,61
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",all dimensions but the first,5.0,sag,1.0,100,46,54,46,47,48,56
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",the first needs to be specified by size and the rest need only be statedfirst like this [3] then [] [] [],3.0,sag,0.6,60,70,80,66,67,72,82
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",one less than the number of dimensions the array contains,4.5,sag,0.9,90,51,60,51,52,53,62
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",not answered,0.0,sag,0.0,0,43,51,43,44,46,54
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",one,2.0,sag,0.4,40,42,49,42,43,44,51
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",All subsequent dimensions after the first one.,5.0,sag,1.0,100,49,60,49,50,51,62
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",two or more,2.5,sag,0.5,50,44,51,44,45,46,53
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.",1 less than the total number of dimensions,4.5,sag,0.9,90,49,57,49,50,51,59
How many dimensions need to be specified when passing a multi-dimensional array as an argument to a function?,"All the dimensions, except the first one.","Multi dimensional arrays are accessed using more than 1 index, one for each dimension at least.",3.5,sag,0.7,70,59,72,61,60,62,74
Using an index outside the bounds of the array generates an error.  Is this a compilation error or a run-time error?,Run-time error.,compilation error,1.0,sag,0.2,20,43,52,45,45,47,54
Using an index outside the bounds of the array generates an error.  Is this a compilation error or a run-time error?,Run-time error.,compilation error.,1.0,sag,0.2,20,44,53,46,46,48,55
Using an index outside the bounds of the array generates an error.  Is this a compilation error or a run-time error?,Run-time error.,Using an index outside the bounds of the array generates a run-time error.,5.0,sag,1.0,100,57,68,61,59,63,70
Using an index outside the bounds of the array generates an error.  Is this a compilation error or a run-time error?,Run-time error.,run-time error,5.0,sag,1.0,100,45,52,47,47,49,54
