question,reference_answer,answer,score
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,Block adalah upaya menggagalkan serangan (smash) dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat (biasanya menggunakan kedua tangan). Block dilakukan pada posisi sebagai libero.,untuk mengeblock bola agar tidak masuk ke dalam ,23.0
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,Block adalah upaya menggagalkan serangan (smash) dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat (biasanya menggunakan kedua tangan). Block dilakukan pada posisi sebagai libero.,blok adalah dimana saat lawan melakukan serangan bisasanya melakukan smash maka pemain yang di depan akan memblok serangan itu. pemain yang melakukan blok adalah pemain yang di depan ,31.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,- Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,100.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"1. awal pertandingan babak pertama, 2. awal pertandingan babak kedua, 3. sesudah gol terjadi. ",77.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"setelah gol, pembukaan babak pertama, pembukaan babak kedua ",70.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,1. Pertama kali dimulainnya permainan babak pertama. 2. Pertama kali dimulainnya permainan babak kedua. 3. Setlah tercetaknya goal. ,52.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,offside ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Dilakukan untuk membuka babak 1 dan 2 dan babak extra time jika ada. Dan juga kick off dilakukan bila terjadi gol (pihak yang kebobolan akan melakukan kick off) ,27.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"pemain siap, wasit siap, dan panitia pelaksana mengizinkan ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,100.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,100.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Kick off dapat dilakukan dalam kondisi berikut: Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,92.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"kedua tim yang bertanding sudah lengkap, wasit yang memimpin pertandingan sudah siap, ada lapangan yang digunakan untuk bertanding ",10.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"pertandingan baru dimulai,pertandingan memasuki babak kedua,pertandingan memasuki babak tambahan ",70.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Pelanggaran, ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"saat terjadi pelanggaran, saat pemain melakukan off site, dan pada saat pemain akan melakukan umpan namun musuh menyerang kakinya bukan bolanya. ",20.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,ada 17 kondisi pada kick off pada sepak bola ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"adanya keamanan , adanya wasit untuk mengatur permainan , kondisi lapangan bagus ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"pemain sudah siap, wasit sudah siap, keamanan sudah siap, panitia pelaksana sudah memperbolehkan ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,-saat dimulainya babak pertama suatu pertandingan sepakbola -saat dimulainya babak kedua suatu pertandingan sepakbola -saat salah satu lawan mencetak gol ke gawang musuhnya,70.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"pada saat kiper siap, saat wasit ke 2 siap, saat hakim garis siap ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,1. pada saat kedua penjaga gawang telah siap 2. pada saat time keeper di luar lapangan telah siap 3. pada saat hakim garis telah siap melakukan tugasnya ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,gak tau ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,memulai pertandingan. terjadi gol. memulai babak kedua. memulai babak perpanjangan waktu. ,100.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Memulai pertandingan Terjadinya gol Memulai babak kedua Memulai babak perpanjangan waktu ,100.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Kick off merupakan tendangan awal pada bola sebelum musuh merebut bola kick off dilakukan saat membuka babak 1 dan baak dua, kick off juga dilakukan saat ada extra time ",12.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"memulai pertandinga, terjadinya gol, memulai babak kedua, memulai babak perpanjangan waktu ",92.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Tendangan utama, tendangan pembuka pertandingan, tendangan umpan pertama ",23.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,para pemain sudah siap dan berada pada posisi di lapangan ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"awal babak pertama, awal babak kedua, setelah dilakukannya penalti. ",42.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Corner, Free kick, Pinalty. ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"-biasnya wasit melakukan pengecekan pada jaring gawang, kelengkapan pemain dan status pemain kedua tim. -mengecek kondisi lapangan apakah layak untuk melakukan kickoff.",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,pertandingan sudah siap dan akan dimulainya pertandingan ,27.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,- perangkat pertandingan sudah dinyatakan siap. - terdapat 2 tim yang bertanding dalam 2 x 45 menit - cuaca mendukung jalannya pertandingan. ,12.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,- kedua kubu sudah siap - pelatih dan officialnya sudah siap - lapangan sudah siap dan tidak ada masalah,10.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,- Memulai babak pertama - Memulai babak kedua - apabila terjadi water break - apabila terjadi goal,73.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,KICK OFF: Tendangan yang dilakukan untuk memulai babak pertama/kedua dalam suatu pertandingan ,40.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Kick off adalah teknik dalam memulai suatu permainan dan akan dilakukan bila terjadi hal berikut Memulai pertandingan Terjadinya sebuah gol Memulai babak yang kedua Memulai babak extra time ,75.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,-menunggu peluit -melakukan tendangan pertama -mengumpan bola ke belakang setelah peluit,22.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,Kick off dapat dilakukan dalam kondisi berikut: - Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu ,90.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Lapangan Sepak Bola,Peraturan Penggunaan Bola,Peraturan Jumlah Pemain Sepak Bola ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,- awal permainan babak pertama - bola Masuk ke gawang - dimulainya babak kedua,52.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,lapanga yang memadai lampu yang cukup kursi penonton ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,-lapangan yang memadai -lampu yang cukup -kursi penonton,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"semua pemain atau team sudah siap melakukan pertandingan, tidak ada kendala di dalam stadion, wasit meniup pluit tanda kick off ",10.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"saat pertama kali dimulai, dan babak ke 2 ",23.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Pemain sudah siap, kondisi stadion aman, wasit dan hakim garis sudah siap. ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"kedua tim telah siap di lapangan, tidak adanya suporter yang masuk kedalam lapangan, sistem keamanan memadai ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,siap syarat -syarat terpenuhi terdapat pemain ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,- bola harus di tendang ke spot musuh - fair play - ada wasit,8.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"hands ball , fre kick , terkena kartu ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,pemain yang masuk lapangan. wasit. serta perwakilan pengawas pertandingan dari asosiasi sepakbola yang ada di negara nya ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"pemain lengkap, wasit ada, perlengkapan siap ",0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Peraturan Jumlah Pemain Sepak Bola harus lengkap Peraturan Dalam Memakai Aksesoris seperti jersey sepatu dll Wasit, asisten wasit dan pengamat pertandingan harus siap Seluruh pemain siap ",3.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,"Lapangan Sepak Bola, peraturan penggunaan, jumlah pemain. ",2.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,1. pelanggaran 2. offside 3. memperoleh kartu ,0.0
Sebutkan beberapa kondisi untuk dilakukannya kick off dalam sepak bola. (Sebutkan minimal 3) ,-Memulai pertandingan - Terjadinya gol - Memulai babak kedua - Memulai babak perpanjangan waktu,-offside -faul -corner kick,0.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Christiano Ronaldo terlahir dengan nama lengkap Cristiano Ronaldo dos Santos Aveiro, lahir pada tanggal 5 Februari 1985 di Funchal adalah seorang pemain sepakbola berkebangsaan Portugal. Saat ini ia bemain di klub Real Madrid di posisi sayap kiri. Nomor punggung 28 ",50.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Cristiano Ronaldo dos Santos Aveiro (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya ",90.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.",lahir di portugal sebagai warga negara portugal. awal karier pada manchaster united lalu skearang di real madrid dengan nomor punggung 7 ,53.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Lahir di Santo Antonio, Portugal 5 Februari 1985. Saat ini berada di klub Real Madrid, dan klub sebelumnya adalah Manchester United. Pada saat di MU bernomor punggung 7 dan di Real Madrid 7. ",73.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.",pemain sepak bola pro ,8.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Cristiano Ronaldo dos Santos Aveiro, OIH (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7. Klub Cristiano Ronaldo saat ini ada di Real Madrid. ",88.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","cristiano ronaldo lahir di portugal, 5 februari 1985, berkebangsaan portugal, bernomor punggung 7, mengikuti klub manchester united dan real madrid, ",72.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Cristiano Ronaldo dos Santos Aveiro, OIH (lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun) atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. ",76.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Cristiano Ronaldo dos Santos Aveiro, OIH atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. Ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah Lahir: 5 Februari 1985, Santo António, Portugal Anak: Cristiano Ronaldo Jr. Tim saat ini: Real Madrid c F Tim nasional sepak bola Portugal Penghargaan: Ballon d Or Sepatu Emas Eropa, lainnya ",48.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Nama asli : Cristiano Ronaldo dos Santos Aveiro Tanggal lahir : 05 Februari 1985 Lahir di : Funchal, Madeira, Portugal Zodiac : Aquarius Terkenal sejak bergabung di klub ""Sporting Clube de Portugal"" (1997 - 2003) ",45.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","Cristiano Ronaldo bernama asli Cristiano Ronaldo dos Santos Aveiro. Lahir 5 February 1985 di Santo Antonio, Portugal. Klub saat ini adalah Real Madrid. Klub sebelumnya adalah Manchester United. Nomor punggung adalah 7. Sebutanya adalah CR7. ",52.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","lahir di Madeira berkebangsaan Portugal , untuk saat ini pemain di read madrid nomer punggung 7 ",40.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.","lahir di madrid,club real madrid ",23.0
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ","Cristiano Ronaldo lahir di Portugal, 5 Februari 1985. Cristiano Ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelunya, ia pernah bermain di Sporting Lisboa dan Manchester United. Cristiano Ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan CR7.",sebutan CR merupakan idaman banyak negara ia lahir di negara tetangga indonesia (jerman). selebihnya belum tau. ,20.0
